"id","average_wage","industry","average_price","category","year"
5754,41432,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",109.46,Vepřová pečeně s kostí,2016
5755,26688,Vzdělávání,109.46,Vepřová pečeně s kostí,2016
5756,25383,Zásobování vodou; činnosti související s odpady a sanacemi,109.46,Vepřová pečeně s kostí,2016
5757,28281,Zdravotní a sociální péče,109.46,Vepřová pečeně s kostí,2016
5758,22620,"Zemědělství, lesnictví, rybářství",109.46,Vepřová pečeně s kostí,2016
5759,27671,Zpracovatelský průmysl,109.46,Vepřová pečeně s kostí,2016
5760,27756,,109.46,Vepřová pečeně s kostí,2016
5761,19568,Administrativní a podpůrné činnosti,31.07,Banány žluté,2017
5762,26029,Činnosti v oblasti nemovitostí,31.07,Banány žluté,2017
5763,27426,Doprava a skladování,31.07,Banány žluté,2017
5764,52813,Informační a komunikační činnosti,31.07,Banány žluté,2017
5765,25519,"Kulturní, zábavní a rekreační činnosti",31.07,Banány žluté,2017
5766,22404,Ostatní činnosti,31.07,Banány žluté,2017
5767,52059,Peněžnictví a pojišťovnictví,31.07,Banány žluté,2017
5768,36849,"Profesní, vědecké a technické činnosti",31.07,Banány žluté,2017
5769,25969,Stavebnictví,31.07,Banány žluté,2017
5770,33541,Těžba a dobývání,31.07,Banány žluté,2017
5771,17473,"Ubytování, stravování a pohostinství",31.07,Banány žluté,2017
5772,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,31.07,Banány žluté,2017
5773,32961,Veřejná správa a obrana; povinné sociální zabezpečení,31.07,Banány žluté,2017
5774,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",31.07,Banány žluté,2017
5775,28343,Vzdělávání,31.07,Banány žluté,2017
5776,26930,Zásobování vodou; činnosti související s odpady a sanacemi,31.07,Banány žluté,2017
5777,30920,Zdravotní a sociální péče,31.07,Banány žluté,2017
5778,23804,"Zemědělství, lesnictví, rybářství",31.07,Banány žluté,2017
5779,29577,Zpracovatelský průmysl,31.07,Banány žluté,2017
5780,29626,,31.07,Banány žluté,2017
5781,19568,Administrativní a podpůrné činnosti,19.96,Cukr krystalový,2017
5782,26029,Činnosti v oblasti nemovitostí,19.96,Cukr krystalový,2017
5783,27426,Doprava a skladování,19.96,Cukr krystalový,2017
5784,52813,Informační a komunikační činnosti,19.96,Cukr krystalový,2017
5785,25519,"Kulturní, zábavní a rekreační činnosti",19.96,Cukr krystalový,2017
5786,22404,Ostatní činnosti,19.96,Cukr krystalový,2017
5787,52059,Peněžnictví a pojišťovnictví,19.96,Cukr krystalový,2017
5788,36849,"Profesní, vědecké a technické činnosti",19.96,Cukr krystalový,2017
5789,25969,Stavebnictví,19.96,Cukr krystalový,2017
5790,33541,Těžba a dobývání,19.96,Cukr krystalový,2017
5791,17473,"Ubytování, stravování a pohostinství",19.96,Cukr krystalový,2017
5792,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19.96,Cukr krystalový,2017
5793,32961,Veřejná správa a obrana; povinné sociální zabezpečení,19.96,Cukr krystalový,2017
5794,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",19.96,Cukr krystalový,2017
5795,28343,Vzdělávání,19.96,Cukr krystalový,2017
5796,26930,Zásobování vodou; činnosti související s odpady a sanacemi,19.96,Cukr krystalový,2017
5797,30920,Zdravotní a sociální péče,19.96,Cukr krystalový,2017
5798,23804,"Zemědělství, lesnictví, rybářství",19.96,Cukr krystalový,2017
5799,29577,Zpracovatelský průmysl,19.96,Cukr krystalový,2017
5800,29626,,19.96,Cukr krystalový,2017
5801,19568,Administrativní a podpůrné činnosti,142.58,Eidamská cihla,2017
5802,26029,Činnosti v oblasti nemovitostí,142.58,Eidamská cihla,2017
5803,27426,Doprava a skladování,142.58,Eidamská cihla,2017
5804,52813,Informační a komunikační činnosti,142.58,Eidamská cihla,2017
5805,25519,"Kulturní, zábavní a rekreační činnosti",142.58,Eidamská cihla,2017
5806,22404,Ostatní činnosti,142.58,Eidamská cihla,2017
5807,52059,Peněžnictví a pojišťovnictví,142.58,Eidamská cihla,2017
5808,36849,"Profesní, vědecké a technické činnosti",142.58,Eidamská cihla,2017
5809,25969,Stavebnictví,142.58,Eidamská cihla,2017
5810,33541,Těžba a dobývání,142.58,Eidamská cihla,2017
5811,17473,"Ubytování, stravování a pohostinství",142.58,Eidamská cihla,2017
5812,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,142.58,Eidamská cihla,2017
5813,32961,Veřejná správa a obrana; povinné sociální zabezpečení,142.58,Eidamská cihla,2017
5814,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",142.58,Eidamská cihla,2017
5815,28343,Vzdělávání,142.58,Eidamská cihla,2017
5816,26930,Zásobování vodou; činnosti související s odpady a sanacemi,142.58,Eidamská cihla,2017
5817,30920,Zdravotní a sociální péče,142.58,Eidamská cihla,2017
5818,23804,"Zemědělství, lesnictví, rybářství",142.58,Eidamská cihla,2017
5819,29577,Zpracovatelský průmysl,142.58,Eidamská cihla,2017
5820,29626,,142.58,Eidamská cihla,2017
5821,19568,Administrativní a podpůrné činnosti,218.27,Hovězí maso zadní bez kosti,2017
5822,26029,Činnosti v oblasti nemovitostí,218.27,Hovězí maso zadní bez kosti,2017
5823,27426,Doprava a skladování,218.27,Hovězí maso zadní bez kosti,2017
5824,52813,Informační a komunikační činnosti,218.27,Hovězí maso zadní bez kosti,2017
5825,25519,"Kulturní, zábavní a rekreační činnosti",218.27,Hovězí maso zadní bez kosti,2017
5826,22404,Ostatní činnosti,218.27,Hovězí maso zadní bez kosti,2017
5827,52059,Peněžnictví a pojišťovnictví,218.27,Hovězí maso zadní bez kosti,2017
5828,36849,"Profesní, vědecké a technické činnosti",218.27,Hovězí maso zadní bez kosti,2017
5829,25969,Stavebnictví,218.27,Hovězí maso zadní bez kosti,2017
5830,33541,Těžba a dobývání,218.27,Hovězí maso zadní bez kosti,2017
5831,17473,"Ubytování, stravování a pohostinství",218.27,Hovězí maso zadní bez kosti,2017
5832,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,218.27,Hovězí maso zadní bez kosti,2017
5833,32961,Veřejná správa a obrana; povinné sociální zabezpečení,218.27,Hovězí maso zadní bez kosti,2017
5834,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",218.27,Hovězí maso zadní bez kosti,2017
5835,28343,Vzdělávání,218.27,Hovězí maso zadní bez kosti,2017
5836,26930,Zásobování vodou; činnosti související s odpady a sanacemi,218.27,Hovězí maso zadní bez kosti,2017
5837,30920,Zdravotní a sociální péče,218.27,Hovězí maso zadní bez kosti,2017
5838,23804,"Zemědělství, lesnictví, rybářství",218.27,Hovězí maso zadní bez kosti,2017
5839,29577,Zpracovatelský průmysl,218.27,Hovězí maso zadní bez kosti,2017
5840,29626,,218.27,Hovězí maso zadní bez kosti,2017
5841,19568,Administrativní a podpůrné činnosti,24.17,Chléb konzumní kmínový,2017
5842,26029,Činnosti v oblasti nemovitostí,24.17,Chléb konzumní kmínový,2017
5843,27426,Doprava a skladování,24.17,Chléb konzumní kmínový,2017
5844,52813,Informační a komunikační činnosti,24.17,Chléb konzumní kmínový,2017
5845,25519,"Kulturní, zábavní a rekreační činnosti",24.17,Chléb konzumní kmínový,2017
5846,22404,Ostatní činnosti,24.17,Chléb konzumní kmínový,2017
5847,52059,Peněžnictví a pojišťovnictví,24.17,Chléb konzumní kmínový,2017
5848,36849,"Profesní, vědecké a technické činnosti",24.17,Chléb konzumní kmínový,2017
5849,25969,Stavebnictví,24.17,Chléb konzumní kmínový,2017
5850,33541,Těžba a dobývání,24.17,Chléb konzumní kmínový,2017
5851,17473,"Ubytování, stravování a pohostinství",24.17,Chléb konzumní kmínový,2017
5852,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,24.17,Chléb konzumní kmínový,2017
5853,32961,Veřejná správa a obrana; povinné sociální zabezpečení,24.17,Chléb konzumní kmínový,2017
5854,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",24.17,Chléb konzumní kmínový,2017
5855,28343,Vzdělávání,24.17,Chléb konzumní kmínový,2017
5856,26930,Zásobování vodou; činnosti související s odpady a sanacemi,24.17,Chléb konzumní kmínový,2017
5857,30920,Zdravotní a sociální péče,24.17,Chléb konzumní kmínový,2017
5858,23804,"Zemědělství, lesnictví, rybářství",24.17,Chléb konzumní kmínový,2017
5859,29577,Zpracovatelský průmysl,24.17,Chléb konzumní kmínový,2017
5860,29626,,24.17,Chléb konzumní kmínový,2017
5861,19568,Administrativní a podpůrné činnosti,32.63,Jablka konzumní,2017
5862,26029,Činnosti v oblasti nemovitostí,32.63,Jablka konzumní,2017
5863,27426,Doprava a skladování,32.63,Jablka konzumní,2017
5864,52813,Informační a komunikační činnosti,32.63,Jablka konzumní,2017
5865,25519,"Kulturní, zábavní a rekreační činnosti",32.63,Jablka konzumní,2017
5866,22404,Ostatní činnosti,32.63,Jablka konzumní,2017
5867,52059,Peněžnictví a pojišťovnictví,32.63,Jablka konzumní,2017
5868,36849,"Profesní, vědecké a technické činnosti",32.63,Jablka konzumní,2017
5869,25969,Stavebnictví,32.63,Jablka konzumní,2017
5870,33541,Těžba a dobývání,32.63,Jablka konzumní,2017
5871,17473,"Ubytování, stravování a pohostinství",32.63,Jablka konzumní,2017
5872,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,32.63,Jablka konzumní,2017
5873,32961,Veřejná správa a obrana; povinné sociální zabezpečení,32.63,Jablka konzumní,2017
5874,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",32.63,Jablka konzumní,2017
5875,28343,Vzdělávání,32.63,Jablka konzumní,2017
5876,26930,Zásobování vodou; činnosti související s odpady a sanacemi,32.63,Jablka konzumní,2017
5877,30920,Zdravotní a sociální péče,32.63,Jablka konzumní,2017
5878,23804,"Zemědělství, lesnictví, rybářství",32.63,Jablka konzumní,2017
5879,29577,Zpracovatelský průmysl,32.63,Jablka konzumní,2017
5880,29626,,32.63,Jablka konzumní,2017
5881,19568,Administrativní a podpůrné činnosti,96.70,Jakostní víno bílé,2017
5882,26029,Činnosti v oblasti nemovitostí,96.70,Jakostní víno bílé,2017
5883,27426,Doprava a skladování,96.70,Jakostní víno bílé,2017
5884,52813,Informační a komunikační činnosti,96.70,Jakostní víno bílé,2017
5885,25519,"Kulturní, zábavní a rekreační činnosti",96.70,Jakostní víno bílé,2017
5886,22404,Ostatní činnosti,96.70,Jakostní víno bílé,2017
5887,52059,Peněžnictví a pojišťovnictví,96.70,Jakostní víno bílé,2017
5888,36849,"Profesní, vědecké a technické činnosti",96.70,Jakostní víno bílé,2017
5889,25969,Stavebnictví,96.70,Jakostní víno bílé,2017
5890,33541,Těžba a dobývání,96.70,Jakostní víno bílé,2017
5891,17473,"Ubytování, stravování a pohostinství",96.70,Jakostní víno bílé,2017
5892,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,96.70,Jakostní víno bílé,2017
5893,32961,Veřejná správa a obrana; povinné sociální zabezpečení,96.70,Jakostní víno bílé,2017
5894,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",96.70,Jakostní víno bílé,2017
5895,28343,Vzdělávání,96.70,Jakostní víno bílé,2017
5896,26930,Zásobování vodou; činnosti související s odpady a sanacemi,96.70,Jakostní víno bílé,2017
5897,30920,Zdravotní a sociální péče,96.70,Jakostní víno bílé,2017
5898,23804,"Zemědělství, lesnictví, rybářství",96.70,Jakostní víno bílé,2017
5899,29577,Zpracovatelský průmysl,96.70,Jakostní víno bílé,2017
5900,29626,,96.70,Jakostní víno bílé,2017
5901,19568,Administrativní a podpůrné činnosti,8.73,Jogurt bílý netučný,2017
5902,26029,Činnosti v oblasti nemovitostí,8.73,Jogurt bílý netučný,2017
5903,27426,Doprava a skladování,8.73,Jogurt bílý netučný,2017
5904,52813,Informační a komunikační činnosti,8.73,Jogurt bílý netučný,2017
5905,25519,"Kulturní, zábavní a rekreační činnosti",8.73,Jogurt bílý netučný,2017
5906,22404,Ostatní činnosti,8.73,Jogurt bílý netučný,2017
5907,52059,Peněžnictví a pojišťovnictví,8.73,Jogurt bílý netučný,2017
5908,36849,"Profesní, vědecké a technické činnosti",8.73,Jogurt bílý netučný,2017
5909,25969,Stavebnictví,8.73,Jogurt bílý netučný,2017
5910,33541,Těžba a dobývání,8.73,Jogurt bílý netučný,2017
5911,17473,"Ubytování, stravování a pohostinství",8.73,Jogurt bílý netučný,2017
5912,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,8.73,Jogurt bílý netučný,2017
5913,32961,Veřejná správa a obrana; povinné sociální zabezpečení,8.73,Jogurt bílý netučný,2017
5914,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",8.73,Jogurt bílý netučný,2017
5915,28343,Vzdělávání,8.73,Jogurt bílý netučný,2017
5916,26930,Zásobování vodou; činnosti související s odpady a sanacemi,8.73,Jogurt bílý netučný,2017
5917,30920,Zdravotní a sociální péče,8.73,Jogurt bílý netučný,2017
5918,23804,"Zemědělství, lesnictví, rybářství",8.73,Jogurt bílý netučný,2017
5919,29577,Zpracovatelský průmysl,8.73,Jogurt bílý netučný,2017
5920,29626,,8.73,Jogurt bílý netučný,2017
5921,19568,Administrativní a podpůrné činnosti,87.72,Kapr živý,2017
5922,26029,Činnosti v oblasti nemovitostí,87.72,Kapr živý,2017
5923,27426,Doprava a skladování,87.72,Kapr živý,2017
5924,52813,Informační a komunikační činnosti,87.72,Kapr živý,2017
5925,25519,"Kulturní, zábavní a rekreační činnosti",87.72,Kapr živý,2017
5926,22404,Ostatní činnosti,87.72,Kapr živý,2017
5927,52059,Peněžnictví a pojišťovnictví,87.72,Kapr živý,2017
5928,36849,"Profesní, vědecké a technické činnosti",87.72,Kapr živý,2017
5929,25969,Stavebnictví,87.72,Kapr živý,2017
5930,33541,Těžba a dobývání,87.72,Kapr živý,2017
5931,17473,"Ubytování, stravování a pohostinství",87.72,Kapr živý,2017
5932,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,87.72,Kapr živý,2017
5933,32961,Veřejná správa a obrana; povinné sociální zabezpečení,87.72,Kapr živý,2017
5934,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",87.72,Kapr živý,2017
5935,28343,Vzdělávání,87.72,Kapr živý,2017
5936,26930,Zásobování vodou; činnosti související s odpady a sanacemi,87.72,Kapr živý,2017
5937,30920,Zdravotní a sociální péče,87.72,Kapr živý,2017
5938,23804,"Zemědělství, lesnictví, rybářství",87.72,Kapr živý,2017
5939,29577,Zpracovatelský průmysl,87.72,Kapr živý,2017
5940,29626,,87.72,Kapr živý,2017
5941,19568,Administrativní a podpůrné činnosti,15.93,Konzumní brambory,2017
5942,26029,Činnosti v oblasti nemovitostí,15.93,Konzumní brambory,2017
5943,27426,Doprava a skladování,15.93,Konzumní brambory,2017
5944,52813,Informační a komunikační činnosti,15.93,Konzumní brambory,2017
5945,25519,"Kulturní, zábavní a rekreační činnosti",15.93,Konzumní brambory,2017
5946,22404,Ostatní činnosti,15.93,Konzumní brambory,2017
5947,52059,Peněžnictví a pojišťovnictví,15.93,Konzumní brambory,2017
5948,36849,"Profesní, vědecké a technické činnosti",15.93,Konzumní brambory,2017
5949,25969,Stavebnictví,15.93,Konzumní brambory,2017
5950,33541,Těžba a dobývání,15.93,Konzumní brambory,2017
5951,17473,"Ubytování, stravování a pohostinství",15.93,Konzumní brambory,2017
5952,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,15.93,Konzumní brambory,2017
5953,32961,Veřejná správa a obrana; povinné sociální zabezpečení,15.93,Konzumní brambory,2017
5954,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",15.93,Konzumní brambory,2017
5955,28343,Vzdělávání,15.93,Konzumní brambory,2017
5956,26930,Zásobování vodou; činnosti související s odpady a sanacemi,15.93,Konzumní brambory,2017
5957,30920,Zdravotní a sociální péče,15.93,Konzumní brambory,2017
5958,23804,"Zemědělství, lesnictví, rybářství",15.93,Konzumní brambory,2017
5959,29577,Zpracovatelský průmysl,15.93,Konzumní brambory,2017
5960,29626,,15.93,Konzumní brambory,2017
5961,19568,Administrativní a podpůrné činnosti,68.18,Kuřata kuchaná celá,2017
5962,26029,Činnosti v oblasti nemovitostí,68.18,Kuřata kuchaná celá,2017
5963,27426,Doprava a skladování,68.18,Kuřata kuchaná celá,2017
5964,52813,Informační a komunikační činnosti,68.18,Kuřata kuchaná celá,2017
5965,25519,"Kulturní, zábavní a rekreační činnosti",68.18,Kuřata kuchaná celá,2017
5966,22404,Ostatní činnosti,68.18,Kuřata kuchaná celá,2017
5967,52059,Peněžnictví a pojišťovnictví,68.18,Kuřata kuchaná celá,2017
5968,36849,"Profesní, vědecké a technické činnosti",68.18,Kuřata kuchaná celá,2017
5969,25969,Stavebnictví,68.18,Kuřata kuchaná celá,2017
5970,33541,Těžba a dobývání,68.18,Kuřata kuchaná celá,2017
5971,17473,"Ubytování, stravování a pohostinství",68.18,Kuřata kuchaná celá,2017
5972,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,68.18,Kuřata kuchaná celá,2017
5973,32961,Veřejná správa a obrana; povinné sociální zabezpečení,68.18,Kuřata kuchaná celá,2017
5974,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",68.18,Kuřata kuchaná celá,2017
5975,28343,Vzdělávání,68.18,Kuřata kuchaná celá,2017
5976,26930,Zásobování vodou; činnosti související s odpady a sanacemi,68.18,Kuřata kuchaná celá,2017
5977,30920,Zdravotní a sociální péče,68.18,Kuřata kuchaná celá,2017
5978,23804,"Zemědělství, lesnictví, rybářství",68.18,Kuřata kuchaná celá,2017
5979,29577,Zpracovatelský průmysl,68.18,Kuřata kuchaná celá,2017
5980,29626,,68.18,Kuřata kuchaná celá,2017
5981,19568,Administrativní a podpůrné činnosti,197.79,Máslo,2017
5982,26029,Činnosti v oblasti nemovitostí,197.79,Máslo,2017
5983,27426,Doprava a skladování,197.79,Máslo,2017
5984,52813,Informační a komunikační činnosti,197.79,Máslo,2017
5985,25519,"Kulturní, zábavní a rekreační činnosti",197.79,Máslo,2017
5986,22404,Ostatní činnosti,197.79,Máslo,2017
5987,52059,Peněžnictví a pojišťovnictví,197.79,Máslo,2017
5988,36849,"Profesní, vědecké a technické činnosti",197.79,Máslo,2017
5989,25969,Stavebnictví,197.79,Máslo,2017
5990,33541,Těžba a dobývání,197.79,Máslo,2017
5991,17473,"Ubytování, stravování a pohostinství",197.79,Máslo,2017
5992,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,197.79,Máslo,2017
5993,32961,Veřejná správa a obrana; povinné sociální zabezpečení,197.79,Máslo,2017
5994,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",197.79,Máslo,2017
5995,28343,Vzdělávání,197.79,Máslo,2017
5996,26930,Zásobování vodou; činnosti související s odpady a sanacemi,197.79,Máslo,2017
5997,30920,Zdravotní a sociální péče,197.79,Máslo,2017
5998,23804,"Zemědělství, lesnictví, rybářství",197.79,Máslo,2017
5999,29577,Zpracovatelský průmysl,197.79,Máslo,2017
6000,29626,,197.79,Máslo,2017
6001,19568,Administrativní a podpůrné činnosti,19.50,Mléko polotučné pasterované,2017
6002,26029,Činnosti v oblasti nemovitostí,19.50,Mléko polotučné pasterované,2017
6003,27426,Doprava a skladování,19.50,Mléko polotučné pasterované,2017
6004,52813,Informační a komunikační činnosti,19.50,Mléko polotučné pasterované,2017
6005,25519,"Kulturní, zábavní a rekreační činnosti",19.50,Mléko polotučné pasterované,2017
6006,22404,Ostatní činnosti,19.50,Mléko polotučné pasterované,2017
6007,52059,Peněžnictví a pojišťovnictví,19.50,Mléko polotučné pasterované,2017
6008,36849,"Profesní, vědecké a technické činnosti",19.50,Mléko polotučné pasterované,2017
6009,25969,Stavebnictví,19.50,Mléko polotučné pasterované,2017
6010,33541,Těžba a dobývání,19.50,Mléko polotučné pasterované,2017
6011,17473,"Ubytování, stravování a pohostinství",19.50,Mléko polotučné pasterované,2017
6012,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19.50,Mléko polotučné pasterované,2017
6013,32961,Veřejná správa a obrana; povinné sociální zabezpečení,19.50,Mléko polotučné pasterované,2017
6014,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",19.50,Mléko polotučné pasterované,2017
6015,28343,Vzdělávání,19.50,Mléko polotučné pasterované,2017
6016,26930,Zásobování vodou; činnosti související s odpady a sanacemi,19.50,Mléko polotučné pasterované,2017
6017,30920,Zdravotní a sociální péče,19.50,Mléko polotučné pasterované,2017
6018,23804,"Zemědělství, lesnictví, rybářství",19.50,Mléko polotučné pasterované,2017
6019,29577,Zpracovatelský průmysl,19.50,Mléko polotučné pasterované,2017
6020,29626,,19.50,Mléko polotučné pasterované,2017
6021,19568,Administrativní a podpůrné činnosti,15.03,Mrkev,2017
6022,26029,Činnosti v oblasti nemovitostí,15.03,Mrkev,2017
6023,27426,Doprava a skladování,15.03,Mrkev,2017
6024,52813,Informační a komunikační činnosti,15.03,Mrkev,2017
6025,25519,"Kulturní, zábavní a rekreační činnosti",15.03,Mrkev,2017
6026,22404,Ostatní činnosti,15.03,Mrkev,2017
6027,52059,Peněžnictví a pojišťovnictví,15.03,Mrkev,2017
6028,36849,"Profesní, vědecké a technické činnosti",15.03,Mrkev,2017
6029,25969,Stavebnictví,15.03,Mrkev,2017
6030,33541,Těžba a dobývání,15.03,Mrkev,2017
6031,17473,"Ubytování, stravování a pohostinství",15.03,Mrkev,2017
6032,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,15.03,Mrkev,2017
6033,32961,Veřejná správa a obrana; povinné sociální zabezpečení,15.03,Mrkev,2017
6034,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",15.03,Mrkev,2017
6035,28343,Vzdělávání,15.03,Mrkev,2017
6036,26930,Zásobování vodou; činnosti související s odpady a sanacemi,15.03,Mrkev,2017
6037,30920,Zdravotní a sociální péče,15.03,Mrkev,2017
6038,23804,"Zemědělství, lesnictví, rybářství",15.03,Mrkev,2017
6039,29577,Zpracovatelský průmysl,15.03,Mrkev,2017
6040,29626,,15.03,Mrkev,2017
6041,19568,Administrativní a podpůrné činnosti,62.40,Papriky,2017
6042,26029,Činnosti v oblasti nemovitostí,62.40,Papriky,2017
6043,27426,Doprava a skladování,62.40,Papriky,2017
6044,52813,Informační a komunikační činnosti,62.40,Papriky,2017
6045,25519,"Kulturní, zábavní a rekreační činnosti",62.40,Papriky,2017
6046,22404,Ostatní činnosti,62.40,Papriky,2017
6047,52059,Peněžnictví a pojišťovnictví,62.40,Papriky,2017
6048,36849,"Profesní, vědecké a technické činnosti",62.40,Papriky,2017
6049,25969,Stavebnictví,62.40,Papriky,2017
6050,33541,Těžba a dobývání,62.40,Papriky,2017
6051,17473,"Ubytování, stravování a pohostinství",62.40,Papriky,2017
6052,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,62.40,Papriky,2017
6053,32961,Veřejná správa a obrana; povinné sociální zabezpečení,62.40,Papriky,2017
6054,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",62.40,Papriky,2017
6055,28343,Vzdělávání,62.40,Papriky,2017
6056,26930,Zásobování vodou; činnosti související s odpady a sanacemi,62.40,Papriky,2017
6057,30920,Zdravotní a sociální péče,62.40,Papriky,2017
6058,23804,"Zemědělství, lesnictví, rybářství",62.40,Papriky,2017
6059,29577,Zpracovatelský průmysl,62.40,Papriky,2017
6060,29626,,62.40,Papriky,2017
6061,19568,Administrativní a podpůrné činnosti,45.23,Pečivo pšeničné bílé,2017
6062,26029,Činnosti v oblasti nemovitostí,45.23,Pečivo pšeničné bílé,2017
6063,27426,Doprava a skladování,45.23,Pečivo pšeničné bílé,2017
6064,52813,Informační a komunikační činnosti,45.23,Pečivo pšeničné bílé,2017
6065,25519,"Kulturní, zábavní a rekreační činnosti",45.23,Pečivo pšeničné bílé,2017
6066,22404,Ostatní činnosti,45.23,Pečivo pšeničné bílé,2017
6067,52059,Peněžnictví a pojišťovnictví,45.23,Pečivo pšeničné bílé,2017
6068,36849,"Profesní, vědecké a technické činnosti",45.23,Pečivo pšeničné bílé,2017
6069,25969,Stavebnictví,45.23,Pečivo pšeničné bílé,2017
6070,33541,Těžba a dobývání,45.23,Pečivo pšeničné bílé,2017
6071,17473,"Ubytování, stravování a pohostinství",45.23,Pečivo pšeničné bílé,2017
6072,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,45.23,Pečivo pšeničné bílé,2017
6073,32961,Veřejná správa a obrana; povinné sociální zabezpečení,45.23,Pečivo pšeničné bílé,2017
6074,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",45.23,Pečivo pšeničné bílé,2017
6075,28343,Vzdělávání,45.23,Pečivo pšeničné bílé,2017
6076,26930,Zásobování vodou; činnosti související s odpady a sanacemi,45.23,Pečivo pšeničné bílé,2017
6077,30920,Zdravotní a sociální péče,45.23,Pečivo pšeničné bílé,2017
6078,23804,"Zemědělství, lesnictví, rybářství",45.23,Pečivo pšeničné bílé,2017
6079,29577,Zpracovatelský průmysl,45.23,Pečivo pšeničné bílé,2017
6080,29626,,45.23,Pečivo pšeničné bílé,2017
6081,19568,Administrativní a podpůrné činnosti,11.30,"Pivo výčepní, světlé, lahvové",2017
6082,26029,Činnosti v oblasti nemovitostí,11.30,"Pivo výčepní, světlé, lahvové",2017
6083,27426,Doprava a skladování,11.30,"Pivo výčepní, světlé, lahvové",2017
6084,52813,Informační a komunikační činnosti,11.30,"Pivo výčepní, světlé, lahvové",2017
6085,25519,"Kulturní, zábavní a rekreační činnosti",11.30,"Pivo výčepní, světlé, lahvové",2017
6086,22404,Ostatní činnosti,11.30,"Pivo výčepní, světlé, lahvové",2017
6087,52059,Peněžnictví a pojišťovnictví,11.30,"Pivo výčepní, světlé, lahvové",2017
6088,36849,"Profesní, vědecké a technické činnosti",11.30,"Pivo výčepní, světlé, lahvové",2017
6089,25969,Stavebnictví,11.30,"Pivo výčepní, světlé, lahvové",2017
6090,33541,Těžba a dobývání,11.30,"Pivo výčepní, světlé, lahvové",2017
6091,17473,"Ubytování, stravování a pohostinství",11.30,"Pivo výčepní, světlé, lahvové",2017
6092,28028,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,11.30,"Pivo výčepní, světlé, lahvové",2017
6093,32961,Veřejná správa a obrana; povinné sociální zabezpečení,11.30,"Pivo výčepní, světlé, lahvové",2017
6094,43590,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",11.30,"Pivo výčepní, světlé, lahvové",2017
6095,28343,Vzdělávání,11.30,"Pivo výčepní, světlé, lahvové",2017
6096,26930,Zásobování vodou; činnosti související s odpady a sanacemi,11.30,"Pivo výčepní, světlé, lahvové",2017
6097,30920,Zdravotní a sociální péče,11.30,"Pivo výčepní, světlé, lahvové",2017
6098,23804,"Zemědělství, lesnictví, rybářství",11.30,"Pivo výčepní, světlé, lahvové",2017
6099,29577,Zpracovatelský průmysl,11.30,"Pivo výčepní, světlé, lahvové",2017
6100,29626,,11.30,"Pivo výčepní, světlé, lahvové",2017
6101,19568,Administrativní a podpůrné činnosti,36.32,Pomeranče,2017
6102,26029,Činnosti v oblasti nemovitostí,36.32,Pomeranče,2017
6103,27426,Doprava a skladování,36.32,Pomeranče,2017
6104,52813,Informační a komunikační činnosti,36.32,Pomeranče,2017
6105,25519,"Kulturní, zábavní a rekreační činnosti",36.32,Pomeranče,2017
